번호,서명,저자,발행자,발행년,청구기호,자료실
3013,알아두면 쓸데 있는 유쾌한 상식사전. 일상생활 편,조홍석 지음,트로이목마,2025,031-조95알-1,[작은인문학]자료실
3014,(만화로 보는) 1분 철학 관계수업=1 minute philosophy for better relationships,서정욱 지음 ; 김재훈 그림,중앙books,2025,189.2-서74일,[작은인문학]자료실
3015,어떻게 어른이 되는가 : 너와 나의 인간다움을 지키는 최소한의 삶의 덕목,엄성우 지음,추수밭,2025,190-엄54어,[작은인문학]자료실
3016,오늘 할 일을 내일로 미루는 너에게 : 게으른 걸까?  시간이 없어서일까? 잘하고 싶어서일까?,고정욱 지음,풀빛,2025,199.5-고74오,[작은인문학]자료실
3017,"지지 않는 대화 : 2,400년간 성공하는 사람들만이 알았던 아리스토텔레스의 대화 전략",다카하시 겐타로 지음 ; 양혜윤 옮김,비즈니스북스,2025,802.56-다872지,[작은인문학]자료실
3018,"편안함의 습격 : 편리와 효율, 멸균과 풍족의 시대가 우리에게서 앗아간 것들에 관하여",마이클 이스터 지음 ; 김원진 옮김,수오서재,2025,331.54-마68편,[작은인문학]자료실
3019,적당히 잊으며 살아간다 : 후회도 불안도 없이 오늘을 살기 위한 71가지 인생 처방전,후지이 히데코 지음 ; 이미주 옮김,쌤앤파커스,2025,199.1-후78적,[작은인문학]자료실
3020,(철학의 힘) 진실,마르틴 가스파로브 글 ; 에밀리 부데 그림 ; 김종명 번역,맥스media(맥스미디어),2025,104-마297철-1,[작은인문학]자료실
3021,(철학의 힘) 행복,마르틴 가스파로브 글 ; 에밀리 부데 그림 ; 장진영 번역,맥스media(맥스미디어),2025,104-마297철-2,[작은인문학]자료실
3022,(철학의 힘) 자유,마르틴 가스파로브 글 ; 에밀리 부데 그림 ; 장진영 번역,맥스media(맥스미디어),2025,104-마297철-3,[작은인문학]자료실
3023,상처받지 않는 영혼 : 내면의 자유를 위한 놓아 보내기 연습,마이클 A. 싱어 지음 ; 이균형 옮김,라이팅하우스,2025,181.3-마68상,[작은인문학]자료실
3024,(2500년 동안 사랑받은) 초역 부처의 말 : 행복으로 가는 길은 없다 행복이 곧 길이다,코이케 류노스케 지음 ; 박재현 옮김,포레스트북스,2024,224.2-코68초,[작은인문학]자료실
3025,구약의 세계로 오십쇼 : 모든 사람이 성경을 알게 되는 그날까지,조혜련 지음,두란노,2025,233.1-조94구,[작은인문학]자료실
3026,초역 명상록=Meditation : 마음의 평화를 찾는 가장 쉬운 길,마르쿠스 아우렐리우스 지음 ; 필로소피랩 엮음,각주,2025,160.2-마297초,[작은인문학]자료실
3027,(식탁 위의 권력) 미식 경제학 : 음식이 바꾼 부와 권력의 결정적 순간들,쑤친 지음 ; 김가경 옮김,이든서재,2025,320.04-쑤86미,[작은인문학]자료실
3028,식탐 해방 : 살찌지 않는 뇌를 만드는 21일 식습관 혁명,저드슨 브루어 지음 ; 김보은 옮김,푸른숲,2025,517.52-저27식,[작은인문학]자료실
3029,"보수 본능 : 자본주의, 기독교, 음모론, 민족주의, 반페미니즘을 추앙하는 사피엔스의 본성에 대하여",최정균 지음,동아시아,2025,340.23-최74보,[작은인문학]자료실
3030,"사이 인간=Homo Medius : AI 시대, 문명과 문명 사이에 놓인 새로운 미래","김대식,김혜연 [공]지음",문학동네,2025,331.5412-김23사,[작은인문학]자료실
3031,시간이 흐른다는 착각 : 팽창하는 우주를 아우르는 어떤 방향성,요시다 노부오 지음 ; 김정환 옮김,문학수첩,2025,420.12-요58시,[작은인문학]자료실
3032,조국의 공부 : 감옥에서 쓴 편지,"조국,정여울 지음",김영사,2025,340.4-조16조,[작은인문학]자료실
3033,(허영만의) 주식 타짜. 가치 평가의 대가 백지윤·김철광,허영만 글·그림,가디언,2025,327.856-허64주,[작은인문학]자료실
3034,"네 명의 억만장자와 한 명의 주차관리원 : 부의 거인들과 한 명의 현자가 들려준, 인생을 바꾸는 40가지 이야기",크리스토퍼 울만 지음 ; 박영준 옮김,서삼독,2025,325.211-크298네,[작은인문학]자료실
3035,무엇도 홀로 존재하지 않는다 : 존재의 연결을 묻는 카를로 로벨리의 질문들,카를로 로벨리 지음 ; 김정훈 옮김,쌤앤파커스,2025,420.04-카297무,[작은인문학]자료실
3036,다윈 : 어떻게 진화를 알아냈을까?,레베카 스테포프 지음 ; 이한음 옮김,바다출판사,2025,476.01-레44다,[작은인문학]자료실
3037,나는 달로 출근한다 : 다누리에 폴캠을 실어 보낸 달 과학자의 거침없는 도전기,정민섭 지음,플루토,2025,443.3-정38나,[작은인문학]자료실
3038,필수 물리 용어 사전=Physics dictionary : 세상에서 가장 쉬운 물리학 입문서,스즈키 유타 지음 ; 이선주 옮김,동아엠앤비,2025,420-스77필,[작은인문학]자료실
3039,물리 따위 모르고 살고 싶었겠지만 : 물리 덕후가 들려주는 십대가 꼭 알아야 할 일상 속 물리 199,중국과학원 물리연구소 엮음 ; 황선영 옮김,뜨인돌,2025,420-중16물,[작은인문학]자료실
3040,비만 해방 : 가짜 허기에 중독된 두뇌를 리셋하다,데이비드 A. 케슬러 지음 ; 이충호 옮김,웅진지식하우스,2025,517.52-데68비,[작은인문학]자료실
3041,"저속노화 마인드셋 : 노년내과 의사가 알려주는, 내 몸의 주도권을 되찾고 무너진 삶을 회복하는 법",정희원 지음,whale books(웨일북),2025,511.1-정97저,[작은인문학]자료실
3042,묘식당의 신박한 가정간편식 : 맨날 쓰는 같은 재료와 메뉴로 다른 맛의 진수를 만난다! : 20만 구독자가 검증을 마친 집밥고수 묘식당의 신박한 매일요리 레시피,이용경 지음,BM황금부엉이,2025,594.5-이65묘,[작은인문학]자료실
3043,류수영의 평생 레시피 : 죽을 때까지 나를 먹여 살릴 '어남선생'의 쉽고 맛있는 집밥,"류수영 지음 ; 한정수 ,장혁준 사진",세미콜론,2025,594.5-류56류,[작은인문학]자료실
3044,"(완벽하지 않아도 조금씩,)ZERO WASTE : 서툴러도 할 수 있는 만큼 실천하는 제로 웨이스트 살림",정주혜 지음,시대인,2025,591-정76제,[작은인문학]자료실
3045,백년의 부모 수업 : 교육학자 할아버지가 평생의 삶으로 증명한 교육의 원칙,이해명 지음,청림Life,2025,598.1-이93백,[작은인문학]자료실
3046,혈당 스파이크 ZERO : 서울대 내과 명의 조영민 교수의 맛있게 먹고 건강해지는 법,조영민 지음,서삼독,2025,513.46-조64혈,[작은인문학]자료실
3047,"살롱 드 경성. 2, 격동의 한국 근대사를 뚫고 피어난 불멸의 예술혼",김인혜 지음,해냄,2025,653.11-김68살-2,[작은인문학]자료실
3048,미술관에 간 할미 : 짧게 읽고 오래 남는 모두의 명화수업,할미 지음,더퀘스트,2025,650.4-할38미,[작은인문학]자료실
3049,(철학의 힘) 예술,마르틴 가스파로브 글 ; 에밀리 부데 그림 ; 이규현 번역,맥스media(맥스미디어),2025,104-마297철-4,[작은인문학]자료실
3050,비스킷. 2,김선미 글,위즈덤하우스,2025,813.7-김54비-2,[작은인문학]자료실
3051,귀신 저택,미야베 미유키 지음 ; 이규원 옮김,북스피어,2025,833.6-미63귀,[작은인문학]자료실
3052,너를 아끼며 살아라 : 나태주 시인이 들려주는 가장 소중한 말,나태주 지음,더블북,2025,818-나883너,[작은인문학]자료실
3053,오역하는 말들 : 황석희 에세이,황석희 지음,북다,2025,818-황54오,[작은인문학]자료실
3054,밤새들의 도시 : 김주혜 장편소설,김주혜 지음 ; 김보람 옮김,다산책방,2025,843-김76밤,[작은인문학]자료실
3055,안녕이라 그랬어 : 김애란 소설,김애란 지음,문학동네,2025,813.7-김63안,[작은인문학]자료실
3056,"첫 여름, 완주 : 김금희 장편소설",김금희 지음,Muze(무제),2025,813.7-김17첫,[작은인문학]자료실
3057,고스트라이터즈=Ghost writers : 김호연 장편소설,김호연 지음,위즈덤하우스,2017,813.7-김95고,[작은인문학]자료실
3058,장미와 나이프,히가시노 게이고 지음 ; 김윤경 옮김,Vanta(반타),2025,833.6-히12장,[작은인문학]자료실
3059,"환상서점 : 소서림 장편소설. 2, 긴 밤이 될 겁니다",소서림 지음,해피북스투유,2025,813.7-소54환-2,[작은인문학]자료실
3060,가공범,히가시노 게이고 지음 ; 김선영 옮김,북다,2025,833.6-히12가,[작은인문학]자료실
3061,여름은 사랑의 천사 : 최백규 시집,최백규 지음,문학동네,2025,811.7-최43여,[작은인문학]자료실
3062,윤슬의 바다 : 백은별 소설,백은별 지음,바른북스,2025,813.7-백67윤,[작은인문학]자료실
3063,바다가 들리는 편의점. 4,마치다 소노코 지음 ; 황국영 옮김,모모,2025,833.6-마86바-4,[작은인문학]자료실
3064,팽이 : 최진영 소설집,최진영 지음,창비,2025,813.7-최78팽,[작은인문학]자료실
3065,여름은 고작 계절 : 김서해 장편소설,김서해 지음,위즈덤하우스,2025,813.7-김54여,[작은인문학]자료실
3066,(짱구아빠) 노하라 히로시의 점심=Style of Hiroshi Nohara Lunch. 10,우스이 요시토 캐릭터 원작 ; 츠키하라 요이치 만화 ; 채다인 번역,에이케이커뮤니케이션즈,2023,833.6-우57노-10,[작은인문학]자료실
3067,(짱구아빠) 노하라 히로시의 점심=Style of Hiroshi Nohara Lunch. 9,우스이 요시토 캐릭터 원작 ; 츠키하라 요이치 만화 ; 채다인 번역,에이케이커뮤니케이션즈,2022,833.6-우57노-9,[작은인문학]자료실
3068,(짱구아빠) 노하라 히로시의 점심=Style of Hiroshi Nohara Lunch. 11,우스이 요시토 캐릭터 원작 ; 츠키하라 요이치 만화 ; 채다인 번역,에이케이커뮤니케이션즈,2024,833.6-우57노-11,[작은인문학]자료실
3069,까칠한 재석이가 비상했다,고정욱 지음,애플북스,2025,813.7-고74까,[작은인문학]자료실
3070,오늘이 내일이면 좋겠다 : 남유하 에세이,남유하 지음,사계절,2025,818-남66오,[작은인문학]자료실
3071,더 어두운 걸 좋아하십니까 : 스티븐 킹 단편 소설집. 하,스티븐 킹 지음 ; 이은선 옮김,황금가지,2025,843-스888더-2,[작은인문학]자료실
3072,키메라의 땅 : 베르나르 베르베르 장편소설. 2,베르나르 베르베르 지음 ; 김희진 옮김,열린책들,2025,863-베297키-2,[작은인문학]자료실
3073,(고양이 서점) 북두당 : 아홉 번 산 고양이와 잃어버린 이야기의 수호자,우쓰기 겐타로 지음 ; 이유라 옮김,나무의마음,2025,833.6-우57북,[작은인문학]자료실
3074,트루먼 스쿨 악플 사건,도리 H. 버틀러 지음 ; 이도영 옮김,미래인,2025,843-도298트,[작은인문학]자료실
3075,키메라의 땅 : 베르나르 베르베르 장편소설. 1,베르나르 베르베르 지음 ; 김희진 옮김,열린책들,2025,863-베297키-1,[작은인문학]자료실
3076,일억 번째 여름 : 청예 장편소설,청예 지음,창비,2025,813.7-청64일,[작은인문학]자료실
3077,슬픔의 틈새 : 이금이 장편소설,이금이 지음,사계절,2025,813.7-이17슬,[작은인문학]자료실
3078,그 많던 싱아는 누가 다 먹었을까 : 박완서 장편소설,박완서 지음,웅진지식하우스,2025,813.6-박65그,[작은인문학]자료실
3079,궤도,서맨사 하비 지음 ; 송예슬 옮김,서해문집,2025,843-서33궤,[작은인문학]자료실
3080,치즈 이야기 : 조예은 소설,조예은 지음,문학동네,2025,813.7-조64치,[작은인문학]자료실
3081,그 산이 정말 거기 있었을까 : 박완서 장편소설,박완서 지음,웅진지식하우스,2025,813.6-박65그,[작은인문학]자료실
3082,더 어두운 걸 좋아하십니까 : 스티븐 킹 단편 소설집. 상,스티븐 킹 지음 ; 이은선 옮김,황금가지,2025,843-스888더-1,[작은인문학]자료실
3083,"아무튼, 테니스",손현 지음,코난북스,2025,818-손94아,[작은인문학]자료실
3084,나의 어린 어둠 : 조승리 연작소설,조승리 지음,다산책방,2025,813.7-조57나,[작은인문학]자료실
3085,고양이가 되고 싶은 강아지,김해솔 글 ; 김은기 그림,해파리,2025,그림책 813.7-김93고,[작은인문학]자료실
3086,거짓말 구분법 : 진실을 보는 눈,이드페이퍼 지음,데이원,2025,331.1-이27거,[작은인문학]자료실
3087,고장 난 세계의 신과 내일 비가 올 확률 : 경민선 장편소설,경민선 [지음],안온,2025,813.7-경38고,[작은인문학]자료실
3088,반대편에서 만나 : 송정원 시집,송정원 지음,창비,2025,811.7-송74반,[작은인문학]자료실
3089,불편한 편의점 북투어 : 김미쇼 에세이,김미쇼 지음,나무옆의자,2025,818-김38불,[작은인문학]자료실
3090,오늘의 의뢰 : 너만 아는 비밀 : 김성민 장편소설,김성민 지음,창비교육,2025,813.7-김54오,[작은인문학]자료실
3091,"어차피 내 인생, 망해도 멋있게",이현석 지음,21세기북스,2025,818-이94어,[작은인문학]자료실
3092,판탈롱 나팔바지 이야기,안도현 지음,몰개,2025,813.7-안25판,[작은인문학]자료실
3093,풀의 탄생 : 문태준 시집,문태준 지음,문학동네,2025,811.7-문883풀,[작은인문학]자료실
3094,이렇게 말하면 행운이 올 거야 : 반짝이는 시기를 지나는 10대를 위한 긍정의 말 습관,"김범준,김수민 [공]지음 ; 그림점빵 일러스트",클랩북스,2025,802.56-김44이,[작은인문학]자료실
3095,너에게 묻는다 : 정용준 장편소설,정용준 지음,안온,2025,813.7-정65너,[작은인문학]자료실
3096,거짓말이다 : 김탁환 장편소설,김탁환 지음,북스피어,2025,813.7-김882거,[작은인문학]자료실
3097,스토너 : 존 윌리엄스 장편소설,존 윌리엄스 지음 ; 김승욱 옮김,RHK(알에이치코리아),2025,843-존66스,[작은인문학]자료실
3098,얼룩진 여름 : 전경린 장편소설,전경린 지음,다산책방,2025,813.7-전14얼,[작은인문학]자료실
3099,케이크를 자르지 못하는 아이들의 진료실,미야구치 코지 지음,그늘,2025,833.6-미63케,[작은인문학]자료실
3100,젊음의 나라 : 손원평 장편소설,손원평 지음,다즐링,2025,813.7-손66젊,[작은인문학]자료실
3101,"지금, 전쟁 : 러시아×우크라이나 이스라엘×팔레스타인",하영식 글,천개의바람,2025,349.9-하64지,[작은인문학]자료실
3102,우리 아이 교과서여행 가이드북 : 교과서와 친해지는 사계절 국내여행지 365,권다현 지음,상상출판,2025,981.102-권22우,[작은인문학]자료실
3103,오키나와,히가 스스무 지음 ; 김웅기 옮김,서해문집,2025,913-히12오,[작은인문학]자료실
3104,"악마와 함께 춤을 : 시기, 질투, 분노는 어떻게 삶의 거름이 되는가",크리스타 K. 토마슨 지음 ; 한재호 옮김,흐름출판,2024,104-크298악,[작은인문학]자료실
3105,"혹시, 돈 얘기해도 될까요?",주언규 지음,필름,2025,325.211-주64혹,[작은인문학]자료실
3106,플팩의 상급지로 가는 대출력,플팩 지음,한국경제신문,2025,327.87-플893플,[작은인문학]자료실
3107,부의 전략 수업,폴 포돌스키 지음 ; 고영훈 옮김,필름,2025,327.04-폴895부,[작은인문학]자료실
3108,(대한민국 최상급지) 사다리 갈아타기,임실장 지음,page2(페이지2북스),2025,327.87-임58사,[작은인문학]자료실
3109,잠자는 돈은 죽는다,Bustudy 저,Bookk(부크크),2025,327.04-버57잠,[작은인문학]자료실
3110,처음 만나는 알렉산더 테크닉 : 바른 움직임이면 충분하다,김수연 지음,판미동,2022,512.57-김56처,[작은인문학]자료실
3111,Hello 베이비 Hi 맘 : 김린·서현주의 자신만만 유아영어. 2,"김린 ,서현주 지음 ; 김푸른 일러스트",한울림,2022,747.5-김298헬-2,[작은인문학]자료실
3112,Hello 베이비 Hi 맘 : 김린·서현주의 자신만만 유아영어. 1,"김린 ,서현주 지음 ; 김푸른 일러스트",한울림,2022,747.5-김298헬-1,[작은인문학]자료실
3113,(교과서) 세계소설 핵심읽기 : 중학생을 위한 논리사고력 길잡이,"이영호,이인환 지음",애플북스,2025,809-애89교-1,[작은인문학]자료실
3114,(교과서) 한국소설 핵심읽기 : 중학생을 위한 논리사고력 길잡이,"강민선 ,고원재 ,김민주 ,선정완 ,이영호 ,이인환 지음",애플북스,2025,809-애89교-2,[작은인문학]자료실
